icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
495304,TAP217C ,Portugal,1714069344,1714069344,-71.0256,42.3718,,True,0.51,225.0,,,,,False,0
